Date, AM Time, Accomplished, Goal, Todo/Calendar, AM Eye,, Make Bed,, AM Exercise,, AM Jaw,, AM Meds,, AM Food,, AM Teeth,, AM Bathe,, AM Fissure,, AM Dressed,, Awareness,, AM Eye 2,, Lunch,, Lunch Meds,, Lunch Fissure,, Shielding,, Welding,, EEG,, Organization,, Travel Prep,, Academic,, PM Eye,, PM Food,, PM Meds,, PM Teeth,, PM Fissure,, PM Exercise,, PM Jaw,, PM Eye,, Dental Guard,, PM Time, Other,, Notes
Date      , Time,Actua,Goal ,T,EY,,MB,,PT  ,    ,  JE,    ,MD,,FD,,BT,,  SH,,FT,,CL,,SS,,EY,,FD ,   ,MD,,FT,,EM ,   ,WL,,OV ,   ,PL ,   ,PK,,EE,,EY,,FD,,MD,,BT,,FT,,PT  ,    ,JE  ,    ,EY,,DG,, Time,Ot,,N
          ,     ,     ,     , ,A,G,A,G,Actu,Goal,Actu,Goal,A,G,A,G,A,G,  A,G,A,G,A,G,A,G,A,G,Act,Goa,A,G,A,G,Act,Goa,A,G,Act,Goa,Act,Goa,A,G,A,G,A,G,A,G,A,G,A,G,A,G,Actu,Goal,Actu,Goal,A,G,A,G,     ,A,G,
          ,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
# IT'S 2019 NOW USE THE OTHER FILE,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
          ,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
          ,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-04-22,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-04-21,07:24,     ,     ,1, ,1, ,1,    ,   1,    ,    , ,1, ,1, ,1,   ,1, ,1, ,1, , , ,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , ,1, , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-04-20,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    ,1, , , ,     , , ,
2018-04-19,07:53,     ,     ,1, ,1, , ,    ,    ,    ,    , ,1, , , ,1,   , , ,1, , , , , ,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , ,1, , ,    ,    ,    ,    , ,1, ,1,     , , ,
2018-04-18,11:26,     ,     ,2,1,1,1,1,   0,   1,   0,   1,1,1,1,1, ,1,   , ,0,1,0,1, ,1,0,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , ,0,1, , ,    ,    ,    ,    , ,1, , ,     , , ,
2018-04-17,09:43,     ,     ,2,1,1,1,1,   1,   1,   1,   1,1,1,1,1,1,1,  1, ,1,1,1,1, , , ,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , ,1, , ,    ,    ,    ,    , ,1, , ,     , , ,
2018-04-16,09:50,     ,     ,1, ,1, ,1,    ,   1,    ,   1,0,1, ,1,0,1,  1, , ,1, ,1, , , ,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , ,1, , ,    ,    ,    ,    ,1,1, , ,     , , ,I've been kind of demoralized by frequent wet dreams without running water to wash with
2018-04-15,08:19,     ,     ,1, ,1, ,1,    ,   1,    ,   1, ,1, ,1, ,1,   ,1, , , ,1, , , ,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , ,1,1, ,    ,    ,    ,    , ,1, ,1,     , , ,
2018-04-14,06:55,     ,     ,2,1,1,1,1,   1,   1,   1,   1,1,1,1,1,1,1,  1,1, ,1,1,1, , ,1,1,   ,   , , , , ,  1,   , , ,   ,   ,   ,   , , , , , , , , , , , ,1, , ,    ,    ,    ,    ,1,1, , ,     , , ,
2018-04-13,07:36,     ,     ,2,1,1,1,1,   1,   1,   1,    ,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,   ,   , , , , ,  1,   , , ,   ,   ,   ,   , , , , , , ,1, ,1, ,1,1,1, ,   0,    ,   0,    ,1,1,1,1,     , , ,
2018-04-12,10:01,     ,     ,2,1,1,1,1,   1,   1,   0,    ,1,1,1,1,1,1,  1, ,1,1,1,1, , ,1,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , ,1, , , , , ,0,1, , ,    ,    ,    ,    ,1,1,0,1,     , , ,
2018-04-11,10:25,     ,     ,1, ,1, ,1,    ,   1,    ,    , ,1, ,1, ,1,   , , ,1, ,1, , , ,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , ,1, , ,    ,    ,    ,    , ,1, ,1,     , , ,
2018-04-10,07:29,     ,     ,2,1,1,1,1,   1,   1,   0,   1,1,1,1,1,1,1,  1, ,1,1,1,1, , ,1,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , ,1, , ,    ,    ,    ,    ,1,1, ,1,     , , ,
2018-04-09,06:28,     ,     ,2,1,1,1,1,   1,   1,    ,    ,1,1,1,1,1,1,  1, ,1,1,1,1, , ,1,1,   ,   , , , , ,  1,   , , ,  1,   ,   ,   , , , , , , ,1, ,1, ,1,1,1, ,    ,    ,    ,    ,1,1,1,1,     , , ,
2018-04-08,07:24,     ,     ,1,1,1,1,1,   1,   1,   1,   1,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , ,1, , , , , ,0,1, , ,    ,    ,    ,    ,0,1,0,1,     , , ,
2018-04-07,11:32,     ,     ,1,1,1,1,1,   1,   1,   1,   1, ,1, ,1, ,1,   , , ,1, ,1, , , ,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , ,1, , ,    ,    ,    ,    , ,1, ,1,     , , ,
2018-04-06,     ,     ,     , , , , , ,    ,    ,    ,    ,1, ,1, ,1, ,   , ,1, ,1, , , , , ,  1,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , ,1, , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-04-05,08:48,     ,     ,1, ,1, ,1,    ,   1,    ,   1, ,1, ,1, ,1,   , , ,1, ,1, , , ,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , ,1, , ,    ,    ,    ,    , ,1, , ,     , , ,
2018-04-04,09:10,     ,     ,2,1,1,1,1,   0,    ,   0,    ,1,1,1,1,1,1,  0, ,1,1,1,1, , ,1,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    ,1,1, , ,     , , ,
2018-04-03,07:44,     ,     ,1,1,1, , ,    ,    ,    ,    ,1,1,1,1,1,1,   , ,1,1,1,1, , ,1,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    ,1, , , ,     , , ,
2018-04-02,06:59,     ,     ,1,1,1,1,1,    ,   1,    ,   1,1,1,1,1,1,1,  1,1,1,1,1,1, , , ,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , ,1, , ,    ,    ,    ,    ,1,1, , ,     , , ,
2018-04-01,09:26,     ,     ,2,1,1,1,1,   1,    ,   1,    ,1,1,1,1,1,1,  1, ,1,1,1, , , ,1,1,   ,   ,1, ,1, ,  1,   ,0, ,  1,   ,   ,   , , , , ,1, ,1, ,1, ,1,1,0, ,   0,    ,   0,    ,1,1, , ,     , , ,
2018-03-31,11:31,     ,     ,2,1,1,1,1,    ,    ,    ,    ,1,1,1,1, ,1,   , , ,1, , , , , ,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , ,1,1, , ,    ,    ,    ,    ,1,1, , ,     , , ,
2018-03-30,08:57,     ,     ,1, ,1, ,1,    ,   1,    ,   1, ,1, ,1, ,1,   , , ,1, ,1, , , ,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , ,1, , ,    ,    ,    ,    , ,1, , ,     , , ,
2018-03-29,08:50,     ,     ,2,1,1,1,1,    ,    ,    ,    ,1,1,1,1,1,1,  1,1,1,1,1,1,1, ,1,1,   ,   , , , , ,   ,   , , ,  1,   ,   ,   , , , , , , ,1, , , , ,1, , ,    ,    ,    ,    , ,1, , ,     , , ,
2018-03-28,07:33,     ,     ,2,1, ,1, ,    ,    ,    ,    ,1, ,1, ,1, ,   , ,1, ,1, , , ,1, ,  1,   ,0, ,0, ,   ,   ,0, ,  1,   ,   ,   ,1, ,0, ,1, ,1, ,0, ,1, ,1, ,   0,    ,   0,    ,1, ,0, ,     , , ,
2018-03-27,08:50,     ,     ,1,1,1,1,1,   1,   1,   1,   1,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,  1,   ,0, ,0, ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , ,0,1, , ,    ,    ,    ,    ,1, , , ,     , , ,
2018-03-26,07:59,     ,     ,2,1,1,1,1,   1,   1,   1,   1,1,1,1,1,1,1,  1, ,1,1,1,1, , ,1,1,  1,   ,0, ,0, ,   ,   ,0, ,  1,   ,   ,   , , ,0, ,1, , , ,0, ,0,1,0, ,   0,    ,   0,    ,1, ,0, ,     , , ,
2018-03-25,10:25,     ,     ,2,1,1,1,1,   1,   1,   1,   1,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,   ,   ,0, ,0, ,  1,   , , ,  1,   ,   ,   , , ,0, , , ,1, ,0, ,1,1,1, ,   0,    ,   0,    ,1,1,0, ,     , , ,
2018-03-24,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-03-23,06:32,     ,     ,1, ,1, , ,    ,    ,    ,    , ,1, ,1, ,1,   , , ,1, ,1, , , ,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , ,1, , , , , , , , , ,1, , ,    ,    ,    ,    , ,1, ,1,     , , ,
2018-03-22,09:45,     ,     ,2,1,1,1, ,   0,    ,   0,    ,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,  1,   , , , , ,   ,   ,1, ,  1,   ,   ,   ,1, , , , , ,1, , , , , , , ,    ,    ,    ,    ,1,1, , ,     , , ,
2018-03-21,11:46,     ,     ,1,1,1, , ,    ,    ,    ,    ,1,1,1,1,1,1,  1,1,1,1,1,1, , , ,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-03-20,08:41,     ,     ,2,1,1, ,1,   1,   1,   1,   1,1,1,1,1,1,1,  0,1,0,1,1,1, , , ,1,  1,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , ,1, ,    ,    ,    ,    ,1,1, , ,     , , ,
2018-03-19,09:29,     ,     ,2,1,1,0,0,   0,    ,   0,    ,1,1,1, ,1,1,  1, ,1,1,1,1, , ,1,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    ,1,1, , ,     , , ,
2018-03-18,09:38,     ,     ,1,1,1,1,1,   1,   1,   1,   1,1,1,1,1,1,1,  0,1,1,1,0,1, , ,1,1,  1,   , , , , ,  1,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    ,1,1, , ,     , , ,
2018-03-17,11:06,     ,     ,1,1, , , ,   0,    ,   0,    ,1, ,1, ,1, ,  1, ,1, ,1, , , ,1, ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,first time washing inside shielded space
2018-03-16,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-03-15,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-03-14,10:32,     ,     ,1,1,1, , ,    ,    ,    ,    ,1,1,1, ,1,1,  1, ,0, ,1, , , ,1,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , ,1, , ,     , , ,
2018-03-13,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-03-12,08:37,     ,     ,1, ,1, , ,    ,    ,    ,    , ,1,1,1, ,1,   , , , , ,1, , , , ,   ,   , , , , ,  1,   , , ,   ,   ,   ,   , ,1, , , , , , , , , , , , ,    ,    ,    ,    , ,1, , ,     , , ,
2018-03-11,04:24,     ,     ,2,1,1,0,1,   0,    ,   0,    ,1,1,1,1,1,1,  1,1,1,1,1,1, , , ,1,   ,   , , , , ,   ,   , , ,  1,  1,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    ,1,1, , ,     , , ,
2018-03-10,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-03-09,     ,     ,     ,1,1,1,1,1,   1,    ,   1,    ,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , ,1, , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-03-08,     ,     ,     ,2,1,1,1,1,    ,    ,    ,    ,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   ,1, , , , , , , , , , , , , ,    ,    ,    ,    ,1, ,0, ,     , , ,
2018-03-07,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , ,1, , , , , , , ,    ,    ,    ,    ,1, , , ,     , , ,
2018-03-06,09:07,     ,     ,1,1,1,1,1,   1,    ,   0,    ,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,   ,   , , , , ,   ,   , , ,  1,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     ,1, ,
2018-03-05,09:26,     ,     ,2,1,1,1,1,   0,    ,   0,    ,1,1,1,1,1,1,  1, ,1,1,1,1, , ,1,1,   ,   ,0, ,0, ,   ,   ,0, ,   ,   ,   ,   , , ,0, , , ,1, ,0, ,0, ,0, ,   0,    ,    ,    , , ,0, ,     , , ,
2018-03-04,08:57,     ,     ,2,1,1,1,1,   1,   1,   1,   1,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,   ,   ,0, ,0, ,   ,   ,0, ,  1,   ,   ,   , , , , , , ,1, ,0, ,0, ,0, ,   0,    ,   0,    ,1, ,0, ,     ,1,1,O:haven consult
2018-03-03,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-03-02,08:26,     ,     ,1,1, ,1, ,   0,    ,   0,    ,1, ,1, ,1, ,  1, ,1, ,1, , , ,1, ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-03-01,08:40,     ,     ,1, ,1, ,1,    ,    ,    ,    , ,1, ,1, ,1,   , , ,1, ,1, , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-02-28,11:06,     ,     ,1, , , , ,    ,    ,    ,    , ,1, , , ,1,   ,1, ,1, , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , ,1, ,1,    ,    ,    ,    , ,1, ,1,     , , ,
2018-02-27,05:25,     ,     ,1, , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-02-26,09:15,     ,     ,2,1,1,1,1,   0,   1,   0,   1,1,1,1,1,1,1,  1,1, ,1,1,1, , , , ,   ,   ,0, , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , ,0, ,0, ,0, ,   0,    ,   0,    ,0,1,0,0,     ,1,1,O:rubber fingers johnson compounding
2018-02-25,07:57,     ,     ,1,1,1,1,1,    ,    ,    ,    ,1,1,1,1, ,1,   ,1, ,1, ,1, , , ,1,   ,   , , , , ,   ,  1, , ,   ,   ,   ,   , , , , , ,1, ,1, ,1, ,1, ,1,    ,    ,    ,    , ,1, , ,     , , ,
2018-02-24,08:29,     ,     ,2,1,1,1,1,   0,   1,   1,   1,1,1,1,1,1,1,   ,1,1,1,1,1, , ,1,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   ,1, , , ,1, ,1, ,1, ,1,1,1,1,   0,    ,   0,    ,1,1,0,1,     , , ,
2018-02-23,09:27,     ,     ,1, , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-02-22,05:39,     ,     ,2,1,1,1,1,   1,    ,   1,    ,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,  1,   , , , , ,   ,   , , ,   ,   ,   ,   ,1, , , , , , , , , ,0,1,0,1,    ,    ,    ,    ,1,1,0,1,     , , ,
2018-02-21,08:06,     ,     ,2,1,1,1,1,    ,    ,    ,    ,1,1,1,1,1,1,   , ,1,1,1,1, , ,1,1,  1,   ,1, ,1, ,  1,   , , ,   ,   ,   ,   , , , , ,1, ,1,1,1,1, ,1, ,1,    ,    ,    ,    ,1,1, , ,     , , ,
2018-02-20,05:28,     ,     ,2,1,1,1,1,   1,   1,   1,   1,1,1,1,1,1,1,   , ,1,1,1,1, , ,1,1,  1,   ,1, ,1, ,   ,   , , ,   ,   ,   ,   , , , , ,1,1, ,1, ,1, ,1, ,1,    ,   1,    ,   1,1,1, ,1,     , , ,
2018-02-19,06:03,     ,     ,2,1,1,1, ,   1,   1,   1,   1,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,  1,   ,1, ,1, ,  0,   ,0, ,  1,  1,   ,   ,0, ,0, ,0,1,1,1,0,1,0,1,0,1,   0,    ,   0,    ,1,1,0,1,     ,1, ,
2018-02-18,06:01,     ,     ,1,1,1,1,1,    ,    ,    ,    ,1,1,1,1,1,1,   , ,1,1,1,1, , ,1,1,  1,   , , , , ,   ,   , , ,  1,   ,   ,   ,1, , , ,1, ,1, ,0,1,0,1,0,1,    ,    ,    ,    ,1,1,0,1,     , , ,
2018-02-17,04:14,     ,     ,1, ,1, ,1,    ,   1,    ,   1, ,1, ,1, ,1,   ,1, ,1, ,1, , , ,1,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , ,1, ,1, ,1,    ,    ,    ,    , ,1, ,1,     , , ,
2018-02-16,     ,     ,     ,0, , , , ,    ,    ,    ,    ,1, , , , , ,   , , , , , , , , , ,  1,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    ,1, , , ,     , , ,
2018-02-15,06:20,     ,     ,1,1,1,1,1,   0,   1,   0,   1,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,   ,   , , , , ,   ,   , ,1,   ,  1,   ,   , , , , , , , ,1, ,1, ,1, ,1,    ,   1,    ,   1, ,1, ,1,     , , ,
2018-02-14,04:49,     ,     ,1,1,1,1,1,   1,    ,   1,    ,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,  1,   , , , , ,   ,   , , ,  0,   ,   ,   , , , , , , ,1,1,1,1,1,1,1,1,   0,    ,    ,    ,1,1,1,1,     , , ,
2018-02-13,08:43,     ,     ,2,1,1,1,1,    ,    ,    ,    ,1,1,1,1,1,1,   ,1,1,1,1,1, , ,1, ,   ,   , , , , ,   ,   , , ,  1,   ,   ,   , , , , , , ,1, ,1, ,1,1,1,1,   1,   1,   0,   1,1,1,1,1,     , , ,
2018-02-12,04:44,     ,     ,2,1,1,1,1,   1,   1,   1,   1,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,   ,   , , ,0, ,   ,   , , ,  1,   ,   ,   , , , , , , , , ,1,1,1,1, ,1,    ,   1,    ,   1, ,1, ,1,     , , ,
2018-02-11,08:56,     ,     ,2,1,1,1,1, 0.4,   1,   1, 0.5,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,  1,   ,1, ,1, ,  1,  1,1,1,   ,  1,   ,   ,1,1,1,1,1, ,1,1,1, ,1,1,1,1,   1,    ,   1,    ,1,1,1,1,     , , ,
2018-02-10,09:05,     ,     ,2,1,1,1,1, 0.5,   1, 0.5, 0.5,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,   ,   , , , , ,  0,  1,0,1,  0,  1,  0,  1,0,1,0,1, , ,1,1,0,1,0,1,0,1,   0,    ,   0,    ,0,1,0,1,     , , ,
2018-02-09,05:57,     ,     ,2,1,1,1,1,   0,   1,   0,   1,1,1,1,1,1,1,  1,1,0,0,1,1, , , ,1,   ,   , , , , ,  1,  1, , ,  0,  1,  1,  1,1,1, , , , , ,1,0,1,0,1,0,1,   0,    ,   0,    , ,1,0,1,     , , ,
2018-02-08,05:47,     ,     ,2,1,1,1,1,   1,   1, 0.5, 0.5,1,1,1,1,1,1,  1,1,1,1,1,1, , , , ,   ,   ,0, ,0, ,  1,   ,1, ,  1,   ,  1,   ,1,1, , , , ,1, ,1, ,1,1,0,1,   0,    ,   0,    ,1,1,0,1,     , , ,
2018-02-07,04:19,     ,     ,2,1,1,1,1,   1,   1, 0.5,   1,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1,1,   ,   , , , , ,  1,  1,1, ,  1,  1,   ,   , , , , , , ,1, ,0, ,1,1,1,1,    ,    ,    ,    ,1,1,0,1,     , , ,
2018-02-06,05:45,     ,     ,2,1,1,1,1,   1,   1,   1,    ,1,1,1,1,1,1,  1,1,1,1,1,1,0, , , ,  1,   ,0, ,0, ,1  ,   ,1, ,  0,   ,   ,   ,1, ,0, , , ,1,1,0, ,1,1,1,1,   0,    ,   0,    ,1,1,0,1,     , , ,
2018-02-05,06:48,     ,     ,2,1,1, , ,    ,    ,    ,    ,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1, ,  1,   ,0, ,0, ,0  ,   ,1, ,0.1,  1,   ,   ,1,1,0, ,0, ,1, ,0, ,0,1,0, ,   0,    ,   0,    ,1,1,0, ,     , , ,
2018-02-04,     ,     ,     ,2,1,1, , ,    ,    ,    ,    ,1,1,1,1,1,1,  1,1,1,1,1,1, , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , ,0,1, , ,    ,    ,    ,    ,1,1, , ,     , , ,
2018-02-03,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-02-02,     ,     ,     , , , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-02-01,08:22,     ,     ,1, ,1, ,1,    ,   1,    ,   1, ,1, ,1, ,1,   ,1, ,1, ,1, , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , ,2, , , , , , , , , ,1, ,1,    ,    ,    ,    , ,1, ,1,     , , ,
2018-01-31,09:00,     ,     ,2,1,1,1,1,   1,   1,   1,0.20,1,1,1,1, ,1,   , , ,1, ,1, , ,1, ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , ,1,1,1, ,    ,    ,    ,    ,1,1,1,1,     , , ,blargh front of my head feels squashed and numb/dull in a stupidity-feeling way something funny last night; didn't wake up early for first time in weeks
2018-01-30,05:39,     ,     ,2,1,1,1,1,0.10,   1,   0,0.20,1,1,1,1,1,1,  1,1,1,1,1,1, , ,1, ,0.5,   ,0, ,0, ,  0,   ,0, ,0.1,   ,   ,   , , ,0, ,0, , , ,0, ,1,1,1,1,   0,    ,   0,    ,1,1,1,1,     , , ,
2018-01-29,     ,     ,     ,0, , , , ,    ,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-01-28,16:24,     ,     , ,1, , , ,    ,    ,    ,    ,1, ,1, ,1, ,  1, ,1, ,1, , , , , ,  1,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , , , , , , , , , ,    ,    ,    ,    , , , , ,     , , ,
2018-01-27,08:16,     ,     ,2,1,1,1,1,   1,   1,0.20,0.10,1,1,1,1,1,1,   , ,1,1,1,1, , , , ,   ,   , , , , ,0.1,  1,0,1,   ,   ,   ,   , , , , , , , , , , ,0,1,0,1,    ,    ,    ,    ,0,1, , ,     , , ,
2018-01-26,     ,     ,     , , , , , ,   1,    ,    ,    , , , , , , ,   , , , , , , , , , ,   ,   , , , , ,   ,   , , ,   ,   ,   ,   , , , , , , ,1, ,1, ,1, ,1, ,    ,    ,    ,    ,1, ,1, ,     , , ,
2018-01-25,06:30,     ,     ,1, ,1, ,1,    ,   2,    ,0.20, ,1, ,1, ,1,   ,1, ,1, ,1, , , , ,   ,  1, ,0, ,0,   ,   , , ,   ,   ,   ,   , ,1, , , ,1, , , , , ,1, ,1,    ,    ,    ,    , ,1, ,1,     ,0,1,oth: rent truck
2018-01-24,06:19,     ,     ,2,1,1,0,1,1   ,   1,0.10,0.10,1,1,1,1,1,1,  0, ,1,1,1,1, , ,1,0,  1,  0,0, ,0, ,  0,   ,0,1,  0,  1,  0,   ,0, ,0, ,0, ,1,0,1,0,1,0,1,0,   0,   0,   0,   0,1,1,0, ,     , , ,
2018-01-23,05:28,     ,     ,2,1,1,1,0,0.50,0.50,   0,0.50,1,1,1,1,1,1,   , ,1,1,1,1, , , , ,   ,   , , , , ,   ,   ,1,0,  1,  1,   ,   , , , , , , ,1,0,1,0,1,1,0, ,   0,    ,   0,    ,1,1,1, ,     , , ,back in bed without doing anything then up again @ 08:33
